timestamp,temperature
2017-01-01 00:00:00,11.276206433095188
2017-01-01 01:00:00,10.722133691142478
2017-01-01 02:00:00,11.639755132170993
2017-01-01 03:00:00,12.879369908012618
2017-01-01 04:00:00,10.569064661260024
2017-01-01 05:00:00,15.422074054014592
2017-01-01 06:00:00,13.627801860838218
2017-01-01 07:00:00,14.23796628973565
2017-01-01 08:00:00,14.420852193215833
2017-01-01 09:00:00,17.41668403886814
2017-01-01 10:00:00,17.585266059603587
2017-01-01 11:00:00,18.568320188984472
2017-01-01 12:00:00,18.248918174623004
2017-01-01 13:00:00,17.390596677826608
2017-01-01 14:00:00,17.16951089756706
2017-01-01 15:00:00,17.42082604440423
2017-01-01 16:00:00,14.62407767611274
2017-01-01 17:00:00,14.898595097200419
2017-01-01 18:00:00,14.63545935617704
2017-01-01 19:00:00,12.857709363420215
2017-01-01 20:00:00,13.543211125878491
2017-01-01 21:00:00,11.633296835680733
2017-01-01 22:00:00,12.386493486073618
2017-01-01 23:00:00,11.448183742164879
2017-01-02 00:00:00,11.76226917823293
2017-01-02 01:00:00,9.488235382116995
2017-01-02 02:00:00,10.576763090584281
2017-01-02 03:00:00,13.699358545569341
2017-01-02 04:00:00,12.92089994362545
2017-01-02 05:00:00,13.333157280318337
2017-01-02 06:00:00,15.363637250868397
2017-01-02 07:00:00,15.884720183633545
2017-01-02 08:00:00,15.651086031840869
2017-01-02 09:00:00,15.55681963415261
2017-01-02 10:00:00,19.158394362650316
2017-01-02 11:00:00,17.933838380128694
2017-01-02 12:00:00,15.320730225013147
2017-01-02 13:00:00,18.11233239982445
2017-01-02 14:00:00,17.727446185097374
2017-01-02 15:00:00,17.305218069898757
2017-01-02 16:00:00,15.222522535313622
2017-01-02 17:00:00,16.749250993338638
2017-01-02 18:00:00,13.309597061493516
2017-01-02 19:00:00,14.884102022473193
2017-01-02 20:00:00,13.058300113649988
2017-01-02 21:00:00,14.122682690262135
2017-01-02 22:00:00,11.142785955699514
2017-01-02 23:00:00,12.145127634224844
2017-01-03 00:00:00,12.253286505851543
2017-01-03 01:00:00,10.953198334127494
2017-01-03 02:00:00,11.654915068752137
2017-01-03 03:00:00,11.620644907594285
2017-01-03 04:00:00,13.313380567709954
2017-01-03 05:00:00,14.289285211496994
2017-01-03 06:00:00,13.889501422036366
2017-01-03 07:00:00,15.431068475105304
2017-01-03 08:00:00,15.04122624070286
2017-01-03 09:00:00,15.735490335413466
2017-01-03 10:00:00,14.530460609344724
2017-01-03 11:00:00,15.728415411672104
2017-01-03 12:00:00,16.430768161276422
2017-01-03 13:00:00,17.26708541304909
2017-01-03 14:00:00,18.661960827685554
2017-01-03 15:00:00,16.683658829832414
2017-01-03 16:00:00,15.84912178440945
2017-01-03 17:00:00,15.433427057734189
2017-01-03 18:00:00,12.557702507068642
2017-01-03 19:00:00,13.52108756034484
2017-01-03 20:00:00,11.697751834949223
2017-01-03 21:00:00,11.429703585337302
2017-01-03 22:00:00,14.084973754759774
2017-01-03 23:00:00,13.558558502425676
2017-01-04 00:00:00,12.446663253200274
2017-01-04 01:00:00,12.027911937038693
2017-01-04 02:00:00,12.280322636963218
2017-01-04 03:00:00,10.994617520439121
2017-01-04 04:00:00,11.267539449429599
2017-01-04 05:00:00,13.899287282085924
2017-01-04 06:00:00,13.737448607208911
2017-01-04 07:00:00,14.118473950278126
2017-01-04 08:00:00,15.677693619654123
2017-01-04 09:00:00,16.308433123388102
2017-01-04 10:00:00,17.099224721774945
2017-01-04 11:00:00,16.28433836330801
2017-01-04 12:00:00,17.29484999041926
2017-01-04 13:00:00,15.684688896668739
2017-01-04 14:00:00,18.344355459151018
2017-01-04 15:00:00,18.218445258866275
2017-01-04 16:00:00,14.44880172258537
2017-01-04 17:00:00,15.563306411232883
2017-01-04 18:00:00,14.00891119333191
2017-01-04 19:00:00,13.634081874327288
